date;ticker;forward_dividend_yield
1.7.2021;MA;0,461786825
2.7.2021;MA;0,456467419
6.7.2021;MA;0,4551446
7.7.2021;MA;0,457822468
8.7.2021;MA;0,472888694
9.7.2021;MA;0,469401749
12.7.2021;MA;0,466127013
13.7.2021;MA;0,456226516
14.7.2021;MA;0,447949454
15.7.2021;MA;0,448603784
16.7.2021;MA;0,452207692
19.7.2021;MA;0,479022186
20.7.2021;MA;0,46758371
21.7.2021;MA;0,460607945
22.7.2021;MA;0,458076848
23.7.2021;MA;0,44514738
26.7.2021;MA;0,445668721
27.7.2021;MA;0,448557835
28.7.2021;MA;0,45654774
29.7.2021;MA;0,450242213
30.7.2021;MA;0,453590316
2.8.2021;MA;0,46649967
3.8.2021;MA;0,476220516
4.8.2021;MA;0,475689924
5.8.2021;MA;0,470663649
6.8.2021;MA;0,467408902
9.8.2021;MA;0,472263537
10.8.2021;MA;0,475909799
11.8.2021;MA;0,480613551
12.8.2021;MA;0,483614118
13.8.2021;MA;0,482587626
16.8.2021;MA;0,48151245
17.8.2021;MA;0,481949931
18.8.2021;MA;0,484994219
19.8.2021;MA;0,489934989
20.8.2021;MA;0,49313693
23.8.2021;MA;0,484913685
24.8.2021;MA;0,483881508
25.8.2021;MA;0,487492813
26.8.2021;MA;0,496113681
27.8.2021;MA;0,492111077
30.8.2021;MA;0,495846651
31.8.2021;MA;0,505613778
1.9.2021;MA;0,500782793
2.9.2021;MA;0,512947284
3.9.2021;MA;0,514530398
7.9.2021;MA;0,50784337
8.9.2021;MA;0,498685796
9.9.2021;MA;0,498160699
10.9.2021;MA;0,503925428
13.9.2021;MA;0,503302442
14.9.2021;MA;0,506242549
15.9.2021;MA;0,507784439
16.9.2021;MA;0,505496962
17.9.2021;MA;0,51031556
20.9.2021;MA;0,515348218
21.9.2021;MA;0,518876767
22.9.2021;MA;0,509765746
23.9.2021;MA;0,494418196
24.9.2021;MA;0,488772134
27.9.2021;MA;0,490676607
28.9.2021;MA;0,498486964
29.9.2021;MA;0,495650033
30.9.2021;MA;0,503505135
1.10.2021;MA;0,486031112
4.10.2021;MA;0,508595763
5.10.2021;MA;0,510062799
6.10.2021;MA;0,502046723
7.10.2021;MA;0,620394127
8.10.2021;MA;0,504010996
11.10.2021;MA;0,515350004
12.10.2021;MA;0,518051042
13.10.2021;MA;0,522575709
14.10.2021;MA;0,519193672
15.10.2021;MA;0,502538587
18.10.2021;MA;0,499117677
19.10.2021;MA;0,494072798
20.10.2021;MA;0,501454105
21.10.2021;MA;0,502242302
22.10.2021;MA;0,498797584
25.10.2021;MA;0,495770599
26.10.2021;MA;0,5006822
27.10.2021;MA;0,532895768
28.10.2021;MA;0,537200193
29.10.2021;MA;0,533213411
1.11.2021;MA;0,53555983
2.11.2021;MA;0,544641243
3.11.2021;MA;0,543070641
4.11.2021;MA;0,533356417
5.11.2021;MA;0,512926811
8.11.2021;MA;0,511636032
9.11.2021;MA;0,519088246
10.11.2021;MA;0,499814926
11.11.2021;MA;0,50489295
12.11.2021;MA;0,49216993
15.11.2021;MA;0,495084496
16.11.2021;MA;0,484099308
17.11.2021;MA;0,498103212
18.11.2021;MA;0,513766391
19.11.2021;MA;0,526621219
22.11.2021;MA;0,556812319
23.11.2021;MA;0,543780402
24.11.2021;MA;0,526187537
26.11.2021;MA;0,551882422
29.11.2021;MA;0,553864357
30.11.2021;MA;0,568092642
1.12.2021;MA;0,58411828
2.12.2021;MA;0,558725071
3.12.2021;MA;0,555411974
6.12.2021;MA;0,5367167
7.12.2021;MA;0,526946878
8.12.2021;MA;0,522590815
9.12.2021;MA;0,519284037
10.12.2021;MA;0,51127045
13.12.2021;MA;0,518096092
14.12.2021;MA;0,525337768
15.12.2021;MA;0,516540318
16.12.2021;MA;0,50692441
17.12.2021;MA;0,512163188
20.12.2021;MA;0,53084016
21.12.2021;MA;0,510075173
22.12.2021;MA;0,500458053
23.12.2021;MA;0,49615553
27.12.2021;MA;0,496527294
28.12.2021;MA;0,495880451
29.12.2021;MA;0,495180439
30.12.2021;MA;0,495592092
31.12.2021;MA;0,497895338
3.1.2022;MA;0,482285372
4.1.2022;MA;0,476581026
5.1.2022;MA;0,478480258
6.1.2022;MA;0,617330985
7.1.2022;MA;0,497078713
10.1.2022;MA;0,504919188
11.1.2022;MA;0,501638421
12.1.2022;MA;0,500245357
13.1.2022;MA;0,497253498
14.1.2022;MA;0,493752635
18.1.2022;MA;0,501624675
19.1.2022;MA;0,509370262
20.1.2022;MA;0,504794262
21.1.2022;MA;0,517475348
24.1.2022;MA;0,525857461
25.1.2022;MA;0,542404973
26.1.2022;MA;0,533119954
27.1.2022;MA;0,524192221
28.1.2022;MA;0,480366863
31.1.2022;MA;0,475555433
1.2.2022;MA;0,468665884
2.2.2022;MA;0,463125724
3.2.2022;MA;0,471056811
4.2.2022;MA;0,480756473
7.2.2022;MA;0,488514972
8.2.2022;MA;0,49081155
9.2.2022;MA;0,481802731
10.2.2022;MA;0,490785313
11.2.2022;MA;0,496917332
14.2.2022;MA;0,491087043
15.2.2022;MA;0,481588071
16.2.2022;MA;0,479840109
17.2.2022;MA;0,491691494
18.2.2022;MA;0,496675519
22.2.2022;MA;0,498914226
23.2.2022;MA;0,508665222
24.2.2022;MA;0,497442006
25.2.2022;MA;0,497832865
28.2.2022;MA;0,509243124
1.3.2022;MA;0,533398469
2.3.2022;MA;0,5340032
3.3.2022;MA;0,53885781
4.3.2022;MA;0,555523991
7.3.2022;MA;0,587195144
8.3.2022;MA;0,584561352
9.3.2022;MA;0,559976668
10.3.2022;MA;0,566083719
11.3.2022;MA;0,565735117
14.3.2022;MA;0,55919275
15.3.2022;MA;0,548492964
16.3.2022;MA;0,533089047
17.3.2022;MA;0,530380827
18.3.2022;MA;0,524851104
21.3.2022;MA;0,531700647
22.3.2022;MA;0,525691998
23.3.2022;MA;0,536983889
24.3.2022;MA;0,525962852
25.3.2022;MA;0,526460157
28.3.2022;MA;0,524252084
29.3.2022;MA;0,499918661
30.3.2022;MA;0,507246968
31.3.2022;MA;0,514144948
1.4.2022;MA;0,504835897
4.4.2022;MA;0,500790743
5.4.2022;MA;0,505739121
6.4.2022;MA;0,519714694
7.4.2022;MA;0,667042466
8.4.2022;MA;0,535269144
11.4.2022;MA;0,542819653
12.4.2022;MA;0,545284185
13.4.2022;MA;0,53094345
14.4.2022;MA;0,526966759
18.4.2022;MA;0,528473235
19.4.2022;MA;0,518205097
20.4.2022;MA;0,516190623
21.4.2022;MA;0,517394612
22.4.2022;MA;0,536930508
25.4.2022;MA;0,531752014
26.4.2022;MA;0,54796228
27.4.2022;MA;0,52150141
28.4.2022;MA;0,497741122
29.4.2022;MA;0,518903898
2.5.2022;MA;0,525176214
3.5.2022;MA;0,527011095
4.5.2022;MA;0,511666325
5.5.2022;MA;0,53360294
6.5.2022;MA;0,543210607
9.5.2022;MA;0,574893406
10.5.2022;MA;0,579593924
11.5.2022;MA;0,578633398
12.5.2022;MA;0,586973204
13.5.2022;MA;0,566584442
16.5.2022;MA;0,571859585
17.5.2022;MA;0,556451876
18.5.2022;MA;0,561355369
19.5.2022;MA;0,567573472
20.5.2022;MA;0,560887902
23.5.2022;MA;0,541168308
24.5.2022;MA;0,553462898
25.5.2022;MA;0,546928978
26.5.2022;MA;0,538910055
27.5.2022;MA;0,527025677
31.5.2022;MA;0,526893232
1.6.2022;MA;0,528088465
2.6.2022;MA;0,519332562
3.6.2022;MA;0,526966759
6.6.2022;MA;0,523572159
7.6.2022;MA;0,517991584
8.6.2022;MA;0,520407573
9.6.2022;MA;0,540284511
10.6.2022;MA;0,563283811
13.6.2022;MA;0,589726885
14.6.2022;MA;0,585333248
15.6.2022;MA;0,579487017
16.6.2022;MA;0,610658914
17.6.2022;MA;0,606904908
21.6.2022;MA;0,594074565
22.6.2022;MA;0,596423484
23.6.2022;MA;0,595274816
24.6.2022;MA;0,570527259
27.6.2022;MA;0,573424809
28.6.2022;MA;0,592413516
29.6.2022;MA;0,584516814
30.6.2022;MA;0,597690044
1.7.2022;MA;0,592506526
5.7.2022;MA;0,590613402
6.7.2022;MA;0,588934747
7.7.2022;MA;0,734004629
8.7.2022;MA;0,598439219
11.7.2022;MA;0,596353193
12.7.2022;MA;0,598809898
13.7.2022;MA;0,597865498
14.7.2022;MA;0,594811887
15.7.2022;MA;0,581326408
18.7.2022;MA;0,584066135
19.7.2022;MA;0,567987984
20.7.2022;MA;0,566506663
21.7.2022;MA;0,5572804
22.7.2022;MA;0,562207008
25.7.2022;MA;0,561667961
26.7.2022;MA;0,566490101
27.7.2022;MA;0,563206096
28.7.2022;MA;0,548536603
29.7.2022;MA;0,546458968
1.8.2022;MA;0,55152553
2.8.2022;MA;0,553943257
3.8.2022;MA;0,545934253
4.8.2022;MA;0,542959955
5.8.2022;MA;0,54077298
8.8.2022;MA;0,548988312
9.8.2022;MA;0,557891456
10.8.2022;MA;0,547093038
11.8.2022;MA;0,55146255
12.8.2022;MA;0,545718663
15.8.2022;MA;0,537107214
16.8.2022;MA;0,538153818
17.8.2022;MA;0,544090667
18.8.2022;MA;0,540999971
19.8.2022;MA;0,545703152
22.8.2022;MA;0,559554687
23.8.2022;MA;0,567138182
24.8.2022;MA;0,569108222
25.8.2022;MA;0,560918328
26.8.2022;MA;0,582394723
29.8.2022;MA;0,587009973
30.8.2022;MA;0,589767592
31.8.2022;MA;0,596022326
1.9.2022;MA;0,594409668
2.9.2022;MA;0,599366664
6.9.2022;MA;0,596555608
7.9.2022;MA;0,58831401
8.9.2022;MA;0,585729463
9.9.2022;MA;0,575649061
12.9.2022;MA;0,571277468
13.9.2022;MA;0,594062628
14.9.2022;MA;0,593315141
15.9.2022;MA;0,609956261
16.9.2022;MA;0,613498222
19.9.2022;MA;0,61564727
20.9.2022;MA;0,617141007
21.9.2022;MA;0,634915456
22.9.2022;MA;0,647981425
23.9.2022;MA;0,658531709
26.9.2022;MA;0,666408424
27.9.2022;MA;0,674852496
28.9.2022;MA;0,666247602
29.9.2022;MA;0,674170123
30.9.2022;MA;0,679931515
3.10.2022;MA;0,665559437
4.10.2022;MA;0,64172249
5.10.2022;MA;0,635541423
6.10.2022;MA;0,810542478
7.10.2022;MA;0,67150286
10.10.2022;MA;0,678844486
11.10.2022;MA;0,69244256
12.10.2022;MA;0,698966829
13.10.2022;MA;0,67381016
14.10.2022;MA;0,686110346
17.10.2022;MA;0,671343735
18.10.2022;MA;0,659408838
19.10.2022;MA;0,66521096
20.10.2022;MA;0,6685338
21.10.2022;MA;0,655069029
24.10.2022;MA;0,648145283
25.10.2022;MA;0,636052749
26.10.2022;MA;0,619928074
27.10.2022;MA;0,620199858
28.10.2022;MA;0,601187374
31.10.2022;MA;0,603550544
1.11.2022;MA;0,594475241
2.11.2022;MA;0,619327166
3.11.2022;MA;0,640661078
4.11.2022;MA;0,622147904
7.11.2022;MA;0,609212409
8.11.2022;MA;0,608052867
9.11.2022;MA;0,62752884
10.11.2022;MA;0,5872838
11.11.2022;MA;0,583787371
14.11.2022;MA;0,583649701
15.11.2022;MA;0,576615504
16.11.2022;MA;0,577877272
17.11.2022;MA;0,580400295
18.11.2022;MA;0,576313592
21.11.2022;MA;0,585582257
22.11.2022;MA;0,574191832
23.11.2022;MA;0,568130968
25.11.2022;MA;0,563845316
28.11.2022;MA;0,574808352
29.11.2022;MA;0,577254103
30.11.2022;MA;0,555760995
1.12.2022;MA;0,548983379
2.12.2022;MA;0,550111632
5.12.2022;MA;0,556244833
6.12.2022;MA;0,569945673
7.12.2022;MA;0,570126041
8.12.2022;MA;0,56403799
9.12.2022;MA;0,567821558
12.12.2022;MA;0,55301446
13.12.2022;MA;0,554593861
14.12.2022;MA;0,5540355
15.12.2022;MA;0,572052619
16.12.2022;MA;0,572730836
19.12.2022;MA;0,580417342
20.12.2022;MA;0,577557157
21.12.2022;MA;0,572979263
22.12.2022;MA;0,579975443
23.12.2022;MA;0,576464534
27.12.2022;MA;0,572201337
28.12.2022;MA;0,579246167
29.12.2022;MA;0,568832659
30.12.2022;MA;0,569617763
3.1.2023;MA;0,571145372
4.1.2023;MA;0,55771706
5.1.2023;MA;0,563075934
6.1.2023;MA;0,559805766
9.1.2023;MA;0,554825969
10.1.2023;MA;0,554766156
11.1.2023;MA;0,544709124
12.1.2023;MA;0,541912525
13.1.2023;MA;0,548103416
17.1.2023;MA;0,548863436
18.1.2023;MA;0,55790895
19.1.2023;MA;0,55939497
20.1.2023;MA;0,546996417
23.1.2023;MA;0,543687495
24.1.2023;MA;0,541627251
25.1.2023;MA;0,538256148
26.1.2023;MA;0,545604356
27.1.2023;MA;0,55028683
30.1.2023;MA;0,554601703
31.1.2023;MA;0,55537991
1.2.2023;MA;0,550213273
2.2.2023;MA;0,548951283
3.2.2023;MA;0,550463466
6.2.2023;MA;0,551850714
7.2.2023;MA;0,548775661
8.2.2023;MA;0,555754793
9.2.2023;MA;0,555649743
10.2.2023;MA;0,561087696
13.2.2023;MA;0,555035394
14.2.2023;MA;0,556340639
15.2.2023;MA;0,556822274
16.2.2023;MA;0,559988567
17.2.2023;MA;0,569943758
21.2.2023;MA;0,578221709
22.2.2023;MA;0,579834308
23.2.2023;MA;0,578921027
24.2.2023;MA;0,582872135
27.2.2023;MA;0,579002411
28.2.2023;MA;0,579312009
1.3.2023;MA;0,582245493
2.3.2023;MA;0,578855906
3.3.2023;MA;0,569360449
6.3.2023;MA;0,560934818
7.3.2023;MA;0,571828034
8.3.2023;MA;0,57327741
9.3.2023;MA;0,580701386
10.3.2023;MA;0,592964181
13.3.2023;MA;0,597092548
14.3.2023;MA;0,583367681
15.3.2023;MA;0,591311775
16.3.2023;MA;0,591447698
17.3.2023;MA;0,588639761
20.3.2023;MA;0,589212675
21.3.2023;MA;0,580488431
22.3.2023;MA;0,586342385
23.3.2023;MA;0,580816072
24.3.2023;MA;0,585341916
27.3.2023;MA;0,580406579
28.3.2023;MA;0,580881635
29.3.2023;MA;0,572480093
30.3.2023;MA;0,572910437
31.3.2023;MA;0,566367986
3.4.2023;MA;0,561638832
4.4.2023;MA;0,565605313
5.4.2023;MA;0,72272708
6.4.2023;MA;0,727365692
10.4.2023;MA;0,592992313
11.4.2023;MA;0,586494581
12.4.2023;MA;0,59030424
13.4.2023;MA;0,577736424
14.4.2023;MA;0,57342394
17.4.2023;MA;0,572916268
18.4.2023;MA;0,573593348
19.4.2023;MA;0,57285485
20.4.2023;MA;0,569494051
21.4.2023;MA;0,569129848
24.4.2023;MA;0,569904395
25.4.2023;MA;0,579492222
26.4.2023;MA;0,582288847
27.4.2023;MA;0,571520997
28.4.2023;MA;0,561956336
1.5.2023;MA;0,562207837
2.5.2023;MA;0,567934146
3.5.2023;MA;0,569645963
4.5.2023;MA;0,567798182
5.5.2023;MA;0,555192264
8.5.2023;MA;0,553968194
9.5.2023;MA;0,557685983
10.5.2023;MA;0,558269103
11.5.2023;MA;0,557031354
12.5.2023;MA;0,559175441
15.5.2023;MA;0,557002278
16.5.2023;MA;0,561645978
17.5.2023;MA;0,551835284
18.5.2023;MA;0,544768842
19.5.2023;MA;0,553882021
22.5.2023;MA;0,555379973
23.5.2023;MA;0,571398725
24.5.2023;MA;0,579539455
25.5.2023;MA;0,577127532
26.5.2023;MA;0,57045241
30.5.2023;MA;0,581116355
31.5.2023;MA;0,58506455
1.6.2023;MA;0,575820406
2.6.2023;MA;0,571429229
5.6.2023;MA;0,576379864
6.6.2023;MA;0,562059911
7.6.2023;MA;0,575029659
8.6.2023;MA;0,580974104
9.6.2023;MA;0,5784093
12.6.2023;MA;0,569023698
13.6.2023;MA;0,575045129
14.6.2023;MA;0,569858767
15.6.2023;MA;0,56342412
16.6.2023;MA;0,567179945
20.6.2023;MA;0,57007173
21.6.2023;MA;0,567767971
22.6.2023;MA;0,565273393
23.6.2023;MA;0,562281874
26.6.2023;MA;0,56584249
27.6.2023;MA;0,559365809
28.6.2023;MA;0,561660781
29.6.2023;MA;0,550881569
30.6.2023;MA;0,54299591
3.7.2023;MA;0,542086225
5.7.2023;MA;0,541028694
6.7.2023;MA;0,688275107
7.7.2023;MA;0,56936066
10.7.2023;MA;0,564308248
11.7.2023;MA;0,556307567
12.7.2023;MA;0,552295063
13.7.2023;MA;0,552474358
14.7.2023;MA;0,549797777
17.7.2023;MA;0,550221563
18.7.2023;MA;0,5558045
19.7.2023;MA;0,555651004
20.7.2023;MA;0,555944104
21.7.2023;MA;0,556741408
24.7.2023;MA;0,546701074
25.7.2023;MA;0,551483053
26.7.2023;MA;0,549934464
27.7.2023;MA;0,560961021
28.7.2023;MA;0,563159435
31.7.2023;MA;0,561273997
1.8.2023;MA;0,557330224
2.8.2023;MA;0,567404556
3.8.2023;MA;0,563087734
4.8.2023;MA;0,565476218
7.8.2023;MA;0,557611168
8.8.2023;MA;0,562829939
9.8.2023;MA;0,562143697
10.8.2023;MA;0,557232045
11.8.2023;MA;0,560279238
14.8.2023;MA;0,555218859
15.8.2023;MA;0,561032093
16.8.2023;MA;0,561145943
17.8.2023;MA;0,563647087
18.8.2023;MA;0,564293848
21.8.2023;MA;0,562815702
22.8.2023;MA;0,556251549
23.8.2023;MA;0,551785625
24.8.2023;MA;0,556489347
25.8.2023;MA;0,549279289
28.8.2023;MA;0,543145294
29.8.2023;MA;0,537590491
30.8.2023;MA;0,534655178
31.8.2023;MA;0,536300707
1.9.2023;MA;0,532519512
5.9.2023;MA;0,53778648
6.9.2023;MA;0,535599869
7.9.2023;MA;0,533739656
8.9.2023;MA;0,533456586
11.9.2023;MA;0,53108813
12.9.2023;MA;0,531624025
13.9.2023;MA;0,531585725
14.9.2023;MA;0,535392468
15.9.2023;MA;0,534138999
18.9.2023;MA;0,530527935
19.9.2023;MA;0,535146492
20.9.2023;MA;0,539070247
21.9.2023;MA;0,548639285
22.9.2023;MA;0,550194225
25.9.2023;MA;0,549825159
26.9.2023;MA;0,559712467
27.9.2023;MA;0,559570964
28.9.2023;MA;0,554023467
29.9.2023;MA;0,558963147
2.10.2023;MA;0,55904789
3.10.2023;MA;0,565895564
4.10.2023;MA;0,562015246
5.10.2023;MA;0,705815241
6.10.2023;MA;0,575456369
9.10.2023;MA;0,580165106
10.10.2023;MA;0,572006859
11.10.2023;MA;0,572808014
12.10.2023;MA;0,572679147
13.10.2023;MA;0,575369595
16.10.2023;MA;0,570880415
17.10.2023;MA;0,570013612
18.10.2023;MA;0,582422604
19.10.2023;MA;0,590441058
20.10.2023;MA;0,595755499
23.10.2023;MA;0,59690456
24.10.2023;MA;0,591906061
25.10.2023;MA;0,592825397
26.10.2023;MA;0,628142265
27.10.2023;MA;0,629022179
30.10.2023;MA;0,614935743
31.10.2023;MA;0,608514325
1.11.2023;MA;0,606146734
2.11.2023;MA;0,598433106
3.11.2023;MA;0,59322466
6.11.2023;MA;0,593055654
7.11.2023;MA;0,5889227
8.11.2023;MA;0,587668386
9.11.2023;MA;0,590304088
10.11.2023;MA;0,580694685
13.11.2023;MA;0,58073883
14.11.2023;MA;0,575919485
15.11.2023;MA;0,577109518
16.11.2023;MA;0,576717132
17.11.2023;MA;0,572106859
20.11.2023;MA;0,566306555
21.11.2023;MA;0,560005757
22.11.2023;MA;0,55812244
24.11.2023;MA;0,555186361
27.11.2023;MA;0,55997839
28.11.2023;MA;0,559923622
29.11.2023;MA;0,558816967
30.11.2023;MA;0,553402075
1.12.2023;MA;0,552694234
4.12.2023;MA;0,560993468
5.12.2023;MA;0,560362065
6.12.2023;MA;0,558054403
7.12.2023;MA;0,554312893
8.12.2023;MA;0,555644315
11.12.2023;MA;0,550899378
12.12.2023;MA;0,544300338
13.12.2023;MA;0,539263362
14.12.2023;MA;0,547148277
15.12.2023;MA;0,547135175
18.12.2023;MA;0,539581052
19.12.2023;MA;0,538262077
20.12.2023;MA;0,545987298
21.12.2023;MA;0,540842526
22.12.2023;MA;0,54000085
26.12.2023;MA;0,540548886
27.12.2023;MA;0,539670074
28.12.2023;MA;0,537188864
29.12.2023;MA;0,536949611
2.1.2024;MA;0,542829573
3.1.2024;MA;0,546873932
4.1.2024;MA;0,545571092
5.1.2024;MA;0,546026323
8.1.2024;MA;0,563248972
9.1.2024;MA;0,562422627
10.1.2024;MA;0,554976545
11.1.2024;MA;0,556992414
12.1.2024;MA;0,553903051
16.1.2024;MA;0,554872894
17.1.2024;MA;0,556080168
18.1.2024;MA;0,551819754
19.1.2024;MA;0,544163668
22.1.2024;MA;0,54048846
23.1.2024;MA;0,541707975
24.1.2024;MA;0,541782084
25.1.2024;MA;0,54413877
26.1.2024;MA;0,541992125
29.1.2024;MA;0,539470269
30.1.2024;MA;0,533883963
31.1.2024;MA;0,529082659
1.2.2024;MA;0,515663906
2.2.2024;MA;0,51604456
5.2.2024;MA;0,520360346
6.2.2024;MA;0,516134212
7.2.2024;MA;0,514558681
8.2.2024;MA;0,518657091
9.2.2024;MA;0,519087523
12.2.2024;MA;0,518148331
13.2.2024;MA;0,516179049
14.2.2024;MA;0,510930576
15.2.2024;MA;0,504328213
16.2.2024;MA;0,507721788
20.2.2024;MA;0,52613128
21.2.2024;MA;0,517764534
22.2.2024;MA;0,504028749
23.2.2024;MA;0,502048465
26.2.2024;MA;0,500895237
27.2.2024;MA;0,500642047
28.2.2024;MA;0,496355444
29.2.2024;MA;0,500631461
1.3.2024;MA;0,498667323
4.3.2024;MA;0,507331666
5.3.2024;MA;0,508384264
6.3.2024;MA;0,503985998
7.3.2024;MA;0,5083625
8.3.2024;MA;0,506499168
11.3.2024;MA;0,506607113
12.3.2024;MA;0,50263244
13.3.2024;MA;0,49973678
14.3.2024;MA;0,495703265
15.3.2024;MA;0,499505737
18.3.2024;MA;0,496313953
19.3.2024;MA;0,491073993
20.3.2024;MA;0,487008849
21.3.2024;MA;0,486410839
22.3.2024;MA;0,49344945
25.3.2024;MA;0,499285341
26.3.2024;MA;0,498489546
27.3.2024;MA;0,497290107
28.3.2024;MA;0,493551935
1.4.2024;MA;0,496822352
2.4.2024;MA;0,495754971
3.4.2024;MA;0,497842154
4.4.2024;MA;0,384265308
5.4.2024;MA;0,37832192
8.4.2024;MA;0,514491743
9.4.2024;MA;0,521781548
10.4.2024;MA;0,525106825
11.4.2024;MA;0,526071167
12.4.2024;MA;0,529383267
15.4.2024;MA;0,535819355
16.4.2024;MA;0,535784382
17.4.2024;MA;0,535388528
18.4.2024;MA;0,541817405
19.4.2024;MA;0,540996433
22.4.2024;MA;0,539385605
23.4.2024;MA;0,532311413
24.4.2024;MA;0,532679741
25.4.2024;MA;0,533129312
26.4.2024;MA;0,532771877
29.4.2024;MA;0,538972593
30.4.2024;MA;0,546020319
1.5.2024;MA;0,557297212
2.5.2024;MA;0,558522737
3.5.2024;MA;0,555400124
6.5.2024;MA;0,548243961
7.5.2024;MA;0,543778691
8.5.2024;MA;0,54173402
9.5.2024;MA;0,540877695
10.5.2024;MA;0,539114111
13.5.2024;MA;0,538195497
14.5.2024;MA;0,542413866
15.5.2024;MA;0,537913498
16.5.2024;MA;0,536893634
17.5.2024;MA;0,535260581
20.5.2024;MA;0,535970875
21.5.2024;MA;0,536624643
22.5.2024;MA;0,539657372
23.5.2024;MA;0,546008262
24.5.2024;MA;0,546044546
28.5.2024;MA;0,553528337
29.5.2024;MA;0,556793399
30.5.2024;MA;0,557259379
31.5.2024;MA;0,551064427
3.6.2024;MA;0,555888844
4.6.2024;MA;0,553914138
5.6.2024;MA;0,551570262
6.6.2024;MA;0,549087057
7.6.2024;MA;0,547731998
10.6.2024;MA;0,548390391
11.6.2024;MA;0,54864685
12.6.2024;MA;0,556127272
13.6.2024;MA;0,553627826
14.6.2024;MA;0,55408852
17.6.2024;MA;0,549785533
18.6.2024;MA;0,547342642
20.6.2024;MA;0,544439632
21.6.2024;MA;0,541638723
24.6.2024;MA;0,539137729
25.6.2024;MA;0,540687772
26.6.2024;MA;0,544596104
27.6.2024;MA;0,556441295
28.6.2024;MA;0,558446782
1.7.2024;MA;0,562977066
2.7.2024;MA;0,554063613
3.7.2024;MA;0,54969964
5.7.2024;MA;0,421099354
8.7.2024;MA;0,424166268
9.7.2024;MA;0,573420268
10.7.2024;MA;0,588045363
11.7.2024;MA;0,58429951
12.7.2024;MA;0,579400624
15.7.2024;MA;0,574324324
16.7.2024;MA;0,574932926
17.7.2024;MA;0,565209677
18.7.2024;MA;0,568283115
19.7.2024;MA;0,574725594
22.7.2024;MA;0,569272667
23.7.2024;MA;0,577288779
24.7.2024;MA;0,589663528
25.7.2024;MA;0,593575411
26.7.2024;MA;0,581952632
29.7.2024;MA;0,577838221
30.7.2024;MA;0,569896062
31.7.2024;MA;0,549912671
1.8.2024;MA;0,551458658
2.8.2024;MA;0,551924172
5.8.2024;MA;0,576923077
6.8.2024;MA;0,568815541
7.8.2024;MA;0,566868224
8.8.2024;MA;0,55972608
9.8.2024;MA;0,558255617
12.8.2024;MA;0,559590947
13.8.2024;MA;0,555120185
14.8.2024;MA;0,554155072
15.8.2024;MA;0,544046435
16.8.2024;MA;0,543849167
19.8.2024;MA;0,546061917
20.8.2024;MA;0,543570947
21.8.2024;MA;0,544871795
22.8.2024;MA;0,543918766
23.8.2024;MA;0,546694106
26.8.2024;MA;0,544127672
27.8.2024;MA;0,536853418
28.8.2024;MA;0,54048327
29.8.2024;MA;0,53036607
30.8.2024;MA;0,527578934
3.9.2024;MA;0,528913969
4.9.2024;MA;0,52779731
5.9.2024;MA;0,534188051
6.9.2024;MA;0,535579271
9.9.2024;MA;0,523517218
10.9.2024;MA;0,522519581
11.9.2024;MA;0,522348322
12.9.2024;MA;0,518176846
13.9.2024;MA;0,516863969
16.9.2024;MA;0,512346556
17.9.2024;MA;0,508992205
18.9.2024;MA;0,515401397
19.9.2024;MA;0,517230878
20.9.2024;MA;0,517514318
23.9.2024;MA;0,512933967
24.9.2024;MA;0,523173505
25.9.2024;MA;0,520992938
26.9.2024;MA;0,519062849
27.9.2024;MA;0,516570765
30.9.2024;MA;0,516403415
1.10.2019;HD;0
2.10.2019;HD;0
3.10.2019;HD;0
4.10.2019;HD;0
7.10.2019;HD;0
8.10.2019;HD;0
9.10.2019;HD;0
10.10.2019;HD;0
11.10.2019;HD;0
14.10.2019;HD;0
15.10.2019;HD;0
16.10.2019;HD;0
17.10.2019;HD;0
18.10.2019;HD;0
21.10.2019;HD;0
22.10.2019;HD;0
23.10.2019;HD;0
24.10.2019;HD;0
25.10.2019;HD;0
28.10.2019;HD;0
29.10.2019;HD;0
30.10.2019;HD;0
31.10.2019;HD;0
1.11.2019;HD;0
4.11.2019;HD;0
5.11.2019;HD;0
6.11.2019;HD;0
7.11.2019;HD;0
8.11.2019;HD;0
11.11.2019;HD;0
12.11.2019;HD;0
13.11.2019;HD;0
14.11.2019;HD;0
15.11.2019;HD;0
18.11.2019;HD;0
19.11.2019;HD;0
20.11.2019;HD;0
21.11.2019;HD;0
22.11.2019;HD;0
25.11.2019;HD;0
26.11.2019;HD;0
27.11.2019;HD;0
29.11.2019;HD;0
2.12.2019;HD;0
3.12.2019;HD;0
4.12.2019;HD;0,712800619
5.12.2019;HD;0,71648174
6.12.2019;HD;0,712201936
9.12.2019;HD;0,704801292
10.12.2019;HD;0,706857814
11.12.2019;HD;0,719861321
12.12.2019;HD;0,719725647
13.12.2019;HD;0,712867264
16.12.2019;HD;0,708071385
17.12.2019;HD;0,700949057
18.12.2019;HD;0,700048854
19.12.2019;HD;0,692991691
20.12.2019;HD;0,689952707
23.12.2019;HD;0,696184679
24.12.2019;HD;0,691578527
26.12.2019;HD;0,691108716
27.12.2019;HD;0,693779412
30.12.2019;HD;0,702271587
31.12.2019;HD;0,698830658
2.1.2020;HD;0,694758476
3.1.2020;HD;0,697075019
6.1.2020;HD;0,69381079
7.1.2020;HD;0,698382794
